,mean_salary,count
Understanding and familiarity with Operating Systems (Unix Linux Windows) Network devices and databases (SQL Oracle etc.),106540.0,1
Strong technical skills in defining and enforcing access control policies least privilege principles and rolebased access controls (RBAC) within the CyberArk EPM solution,106540.0,1
Familiarity with programming language preferably Python and PowerShell script Bash,106540.0,1
Knowledge of EPM policies configurations and deployment,106540.0,1
Proficient in management and securing various operating systems including Windows Linux and Unixbased systems,106540.0,1
Strong technical skills with installation integration and deployment of CyberArk Endpoint Privilege Management agent,106540.0,1
Understanding of application control and privilege management,106540.0,1
CyberArk Endpoint Privilege Manager,106540.0,1
Strong organizational and time management skills,106540.0,1
Excellent written and verbal communication skills and ability to explain technical concepts to nontechnical stakeholders,106540.0,1
Least privilege policies,106540.0,1
Expertise in creating managing and enforcing least privilege policies,106540.0,1
Possess strong troubleshooting skills to diagnose and resolve issues related to CyberArk EPM deployment configuration and integration with endpoint environments,106540.0,1
Software distribution tool,106540.0,1
Loosely Connection Device,106540.0,1
IAM endpoint management,106540.0,1
A strong understanding of security concepts including protection detection and response (EDR) and endpoint compliance,106540.0,1
CyberArk EPM,106540.0,1
Proficient in Loosely Connection Device onboarding and troubleshooting connection and password rotation issues,106540.0,1
Ability to design deploy and manage CyberArk EPM solutions,106540.0,1
Understanding of CyberArk architecture and components,106540.0,1
GISF,106500.0,1
tailwind,106250.0,2
Cyber,106080.0,1
NERC,106080.0,1
Enterprise Applications,106000.0,2
Swarm,106000.0,1
Web Application Firewall,106000.0,3
Batch Scripting,105925.0,1
Tier 3,105925.0,1
Tier 2,105925.0,1
Bash scripting,105833.33333333333,3
Excel macros,105528.0,1
VMware vSphere 6.x – 8.x,105500.0,1
VMware Certified,105500.0,1
GCP BigQuery,105500.0,1
Operations,105200.0,8
AWS Cloud Environments,105050.0,1
Agile Principles and Practices,105000.0,1
* APIs,105000.0,1
Contract Terms,105000.0,1
Microsoft SQL Server 2017,105000.0,1
Rexton/Connexx,105000.0,1
KPI Metrics,105000.0,1
Microsoft Windows Server 2019,105000.0,1
CDP Configuration,105000.0,1
Supplier Management,105000.0,1
Maintenance Agreements,105000.0,1
Pardot Specialist,105000.0,1
SEO optimization,105000.0,1
* SVN,105000.0,1
PeopleSoft Financials,105000.0,1
Enterprise Data Migrations,105000.0,1
Phonak Target,105000.0,1
SQL Monitoring tools,105000.0,1
Salesforce Deployment Release Cycle (SF DX Gearset),105000.0,1
Contract Life Cycle Management,105000.0,1
Enterprise Search,105000.0,1
Data Theft,105000.0,1
Elastic SIEM,105000.0,1
Microsoft DNS,105000.0,2
Microsoft SQL Server 2014,105000.0,1
Kimball Methodology,105000.0,1
* Airtable.com,105000.0,1
Cybercrime,105000.0,1
Business insights,105000.0,1
Microsoft Windows Server 2014,105000.0,1
AutoPilot,105000.0,2
Applied Epic,105000.0,1
GN Otometrics OTOSuite,105000.0,1
Software Engineer,105000.0,1
* Web services,105000.0,1
Builder.io CMS,105000.0,1
Negotiation Strategies,105000.0,1
Powershell Scripting,105000.0,1
data warehousing,105000.0,1
CRM Analytics,105000.0,1
Microsoft MECM/SCCM,105000.0,1
Interacoustics Affinity Suite,105000.0,1
Account Engagement,105000.0,1
Cloud Solutions (e.g. Azure),105000.0,1
TTPs,105000.0,1
Windows Server 2016  2022,105000.0,1
* C#,105000.0,1
IT Services,105000.0,1
Ingest Pipelines,105000.0,1
data modeling,105000.0,1
* QuickBooks Online,105000.0,1
Ransomware,105000.0,1
Microsoft Defender 365,105000.0,2
RFP Preparation,105000.0,1
* SQL Server,105000.0,1
Sycle net SaaS,105000.0,1
data centertocloud interconnectivity,105000.0,1
IT Contract Management,105000.0,1
VxRail,105000.0,1
Layer 3 switches,105000.0,1
Statements of Work,105000.0,1
Azure Stack HCI,105000.0,2
Product Roadmap,105000.0,1
Philips Hearsuite,105000.0,1
SQLQuery,105000.0,1
Business analytics,105000.0,1
Windows AD,105000.0,2
Clean Code,105000.0,1
HR SaaS,105000.0,1
Supply Chain Optimization,105000.0,1
server monitoring,105000.0,1
Dell VxRail,105000.0,1
Mirroring,105000.0,1
Vendor Managed Office Program (VMO),105000.0,1
* Teamwork,105000.0,1
ServiceNow (“CARTS”),105000.0,1
NOAH,105000.0,1
Pardot API,105000.0,1
Resound Smart Fit/Jabra,105000.0,1
Xilinx,104950.0,2
VHDL,104950.0,2
Altera,104950.0,2
FPGA,104950.0,2
Layer3 VPN,104870.0,1
Layer2 VPN,104870.0,1
Anomaly Detection,104750.0,5
Sensu,104750.0,2
Blockchain technology,104500.0,2
Cadence,104449.6,1
Prelude,104449.6,1
Referrals,104449.6,1
SLT,104436.0,1
Continuous Integration/Continuous Development (CI/CD),104436.0,1
Quartz,104145.6,1
ISDA UMR,104145.6,1
SEC/SBS,104145.6,1
SANS (GIAC),104000.0,1
MODBUS,104000.0,1
Data Exploration,104000.0,1
Sigfox,104000.0,1
SW0T Analysis,104000.0,1
CISCO ISE,104000.0,1
LoRaWAN,104000.0,1
GIAC Information Security Fundamentals (GISF),104000.0,1
Capstone Project,104000.0,1
Agile Business Analysis,104000.0,3
Comp TIA PenTest+,104000.0,1
DART,104000.0,1
Release Practices,104000.0,1
Operational (claims call center etc),104000.0,1
Patch cabling,104000.0,1
Comp TIA,104000.0,1
Cisco configuration,104000.0,1
Webbased Architecture,104000.0,1
Requirements Elicitation Techniques,104000.0,1
Comp TIA Security+,104000.0,1
Python selenium,104000.0,1
WLC management,104000.0,1
CANBUS,104000.0,1
Data Warehousing Design,104000.0,1
data management & reconciliation,104000.0,1
RSTI,104000.0,1
Bluetooth,104000.0,1
Server Lifecycle Management,104000.0,1
WiFi Security,104000.0,1
ACCE,104000.0,1
Agile framework,104000.0,1
Wifi,104000.0,1
Reporting & analysis,104000.0,1
HIMSS,104000.0,1
InterNetwork Operating Systems,104000.0,1
CISCO CCNA CCNP,104000.0,1
CTI Analyst,104000.0,1
Threat Intelligence Platform,104000.0,1
* CSS,103980.0,2
C# scripting,103680.0,1
ESG,103333.33333333333,3
Security metrics,103137.5,1
Zero trust networking,103137.5,1
Security risk assessment,103137.5,1
Vulnerability Assessment and Management,103000.0,1
Forensic Investigation,103000.0,1
Broadcom,102966.66666666667,3
* Unit Testing,102960.0,1
* React.js,102960.0,1
* LESS,102960.0,1
* SASS,102960.0,1
* Git,102960.0,1
* Responsive Web Design,102960.0,1
GCP Data flow,102875.0,1
Cloud Security Command Center,102875.0,1
Cloud Monitoring,102875.0,1
Mathplotlib,102850.0,1
XDR,102680.0,5
OS400,102500.0,2
CL Programming,102500.0,3
Systems Management Software,102500.0,2
Power systems iSeries,102500.0,1
O/S upgrades,102500.0,2
Quick/EDD,102500.0,3
V7R4,102500.0,1
LPAR & HMC,102500.0,1
HMC,102500.0,2
PTF management,102500.0,2
dtrace,102500.0,1
BRMS,102500.0,3
iSeries Professional services,102500.0,1
strace,102500.0,1
OS400 backup software,102500.0,1
iCluster,102500.0,3
V5R4,102500.0,1
V5R3,102500.0,1
IBM Performance Analysis,102500.0,1
V7R1,102500.0,1
LPAR,102500.0,2
C|HFI,102500.0,1
V6R1,102500.0,1
Power systems hardware,102500.0,1
external storage/SAN,102500.0,1
IBM certifications,102500.0,1
IBMi security,102500.0,1
Machine Learning Models,102500.0,1
iDoctor DBMON,102500.0,3
Mimix,102500.0,3
V7R3,102500.0,1
V7R2,102500.0,1
standard MS Office applications,102500.0,1
RightRev,102375.0,1
Salesforce Billing,102375.0,1
Avalara,102375.0,1
Cron jobs,102288.0,1
Velaro,102288.0,1
Dimensionality Reduction,102276.0,1
MITRE,102175.0,2
Remote Access,102166.66666666667,3
NIST/CIS,102000.0,1
Certificate issuance and management systems,102000.0,1
Managed Detection and Response,102000.0,1
Active Directory / Azure,102000.0,1
CMMC / NIST171,102000.0,1
Centralized password vault administration,102000.0,1
Controls Evaluation,102000.0,1
Client Device Security,102000.0,1
3rd Party Data Processor,102000.0,1
Presto/Trino,101950.0,2
Statistical modeling,101869.9875,8
Pytest,101350.0,5
Alation,101270.0,2
GitFlow,101250.0,2
Mobx,101250.0,2
Active Directory (AD),101000.0,1
Power BI Dataflows/Power Query,100880.0,1
MuleSoft,100736.375,4
G.711,100733.5,1
OPUS,100733.5,1
G.729,100733.5,1
VP8,100733.5,1
H.264,100733.5,1
VPLS,100733.5,1
Public Clouds,100733.5,1
Private Clouds,100733.5,1
Google GSuite,100733.5,1
Network attached storage,100733.5,1
Data Center Technologies,100733.5,1
G.722,100733.5,1
Rivery,100622.0,4
Microsoft Server Administration,100622.0,4
Microsoft Certified Database Administrator,100622.0,1
Redgate Software Tools,100622.0,1
Redgate Software Tool,100622.0,3
Mentoring,100575.0,2
Regular Expressions,100533.6,5
JVM,100500.0,2
Return on Investment Analysis,100460.0,1
Campaign Analytics,100460.0,1
Windows forensic artifact analysis,100250.0,1
GMI,100044.8,1
Exchange Trade Derivatives,100044.8,1
Futures & Options,100044.8,1
NIST 800115,100000.5,1
Core Switching,100000.0,1
Screen Building,100000.0,1
Dreamweaver,100000.0,1
Epic provisioning,100000.0,1
Data correction logs,100000.0,1
requests,100000.0,1
Windows Server 20082022,100000.0,1
VMware vCenter Server,100000.0,1
AWS Certified SysOps Administrator,100000.0,1
Sprint Planning,100000.0,2
CoPilot,100000.0,1
Automation/Run books/Scripts,100000.0,1
Energy Markets,100000.0,1
Microsoft Certified: Azure Administrator,100000.0,1
ASA & Fortinet Firewalls,100000.0,1
SER,100000.0,1
Epic Security Certification,100000.0,1
Intune Management (Endpoint Management),100000.0,1
Data Courier stream,100000.0,1
DataDriven Analysis,100000.0,1
VB Script,100000.0,1
Network user ID's,100000.0,1
Elixir,100000.0,3
Energy Tool Base,100000.0,1
Cisco Network Components,100000.0,1
Utility Electric and Gas Tariffs,100000.0,1
Load Balancing Technologies,100000.0,1
Web Proxy,100000.0,1
Epic Data Courier,100000.0,1
EMP,100000.0,1
SHIR,100000.0,1
JSONRPC,100000.0,2
CSSA,100000.0,1
Customer Access Analysts,100000.0,1
Microsoft Identity,100000.0,2
Rolebased access,100000.0,1
Epic system,100000.0,1
Server management,100000.0,1
BeautifulSoup,100000.0,1
Model deployment,100000.0,2
Data Courier user moves,100000.0,1
Excel VBA,100000.0,1
Smart contracts,100000.0,2
Microsoft 365 full stack productivity apps (Including Purview),100000.0,1
Documentation & reporting,100000.0,1
Teams Room (Android and Windows),100000.0,1
Master templates,100000.0,1
Windows 10 and 11,100000.0,1
Dbt,100000.0,1
Marigold Engage,100000.0,1
Data Courier Administrator's Menu,100000.0,1
Device Procurement & Deployment,100000.0,1
HPEAruba,100000.0,1
Installation,100000.0,1
Azure DevOps Management,100000.0,1
Data Courier,100000.0,1
Network infrastructure management (Meraki),100000.0,1
Azure AD Now Entra,100000.0,1
Server monitoring,100000.0,1
VTC,100000.0,2
Cost analysis and control,100000.0,1
Licensing Management,100000.0,1
Next Generation Antivirus,100000.0,1
ASP.NET/VB,100000.0,1
Product Development,99971.11111111111,9
BPC,99700.0,1
Power BI Desktop,99700.0,1
SAP/ERP,99700.0,1
Visual Basic Coding,99700.0,1
MCode,99700.0,1
Lightning,99666.66666666667,3
Pagely,99500.0,1
CSS/SASS,99500.0,1
WP Engine,99500.0,1
Networking protocols,99485.0,1
Security defensive frameworks (CIS Top 20 Controls CIS Hardening Standards NIST SP 80053 OWASP MITRE ATT&CK),99485.0,1
Scripting languages (Python PowerShell),99485.0,1
SIEM platforms,99485.0,1
Operating systems (Windows Linux),99485.0,1
Windows tools and languages,99450.0,1
MBA,99093.5,2
SSL encryption,98960.0,1
Windows Server 20162019,98960.0,1
SQL Server 20162019,98960.0,1
Data Optimization,98805.5,1
KNIME,98805.5,1
Cloud BI,98800.0,1
Systems Architecture,98762.5,4
ICD10CM,98437.5,1
Oracle/Microsoft SQL Server,98437.5,1
Data structures,98306.66666666667,12
Mobile development,98281.25,4
Mobile Development,98281.25,2
NTFS,98000.0,2
EVM,97881.57894736843,19
Ethereum,97692.30769230769,26
Web Sphere,97500.0,1
Leveraged Finance,97500.0,1
Portfolio Monitoring,97500.0,1
Handlebars,97500.0,1
XStore,97500.0,1
noSQL data structures,97500.0,1
Yardi Voyager,97500.0,1
Networking Concepts,97500.0,3
OneSite,97500.0,1
Windows Operating systems,97500.0,1
HCL,97500.0,1
Serverless Technologies,97500.0,1
Computer Science principles,97500.0,1
Flowcharting,97500.0,1
Investment Research,97500.0,1
Web Logic,97500.0,1
Capital Markets Analysis,97500.0,1
Jinja,97500.0,1
RESTful applications,97500.0,1
Network configurations,97500.0,1
Database Certifications,97450.0,1
Design Patterns,97137.84,10
NOSQL,97062.13333333335,3
Mac OSX,96833.33333333333,3
Time Series,96825.0,8
Microsoft 365 Apps for Enterprise,96800.0,1
Remedy/BMC,96800.0,1
PIG,96682.43333333333,3
Anaplan,96667.85714285714,7
Pinecone,96666.66666666667,3
Microsoft Office 2021,96650.0,1
GAN,96525.0,2
External Interfaces,96500.0,1
CrossClock Boundaries,96500.0,1
Digital Signal Processing Filters,96500.0,1
FPGA Fabric,96500.0,1
Synchronous/Asynchronous Logic,96500.0,1
State Machines,96500.0,1
DCS,96400.0,1
IEC 62443,96400.0,1
JUnit,96371.42857142857,21
Incident Change & Problem Management processes,96300.0,1
Bachelors Computer Science or related,96300.0,1
Netscout Pulse,96300.0,2
Palo Alto Network,96300.0,1
Command Center,96300.0,1
troubleshooting network issues related to Cisco route/switch,96300.0,1
Network Security products such as Palo Alto Networks Bricata Broadcom,96300.0,1
Network Automation skills such as Ansible Git & scripting tools,96300.0,1
Bricata,96300.0,2
Network Monitoring Systems & Tools such as Solarwinds Netscout nGeniusOne Netscout Pulse Wireshark Splunk,96300.0,1
Netscout nGeniusOne,96300.0,2
Software Engineering or related,96300.0,1
ServiceNow Reporting Knowledge and Process Management,96300.0,1
ITIL foundations or related certification,96300.0,1
Cisco Industry Certification  CCNA or higher,96300.0,1
Probability,96250.0,6
Stakeholder Engagement,96240.0,3
PagerDuty,96100.0,5
Informix SQL,96000.0,3
Relay,96000.0,2
DL,95834.5,1
SOX compliance,95753.2,2
Time Series Analysis,95706.25,8
Dacpac,95700.0,1
Msdeploy,95700.0,1
Cloud SQL Database,95648.8,1
Amazon Connect,95640.0,2
Jboss,95500.0,1
Cypher Query Language,95500.0,1
Apache Zookeeper,95500.0,1
ADABAS,95400.0,2
Windows Server Virtualization,95364.4,1
Apple Certified Macintosh Technician (ACMT),95364.4,1
Network administration and patching,95364.4,1
Linux Server Virtualization,95364.4,1
ProTools,95364.4,1
Windows administration and patching,95364.4,1
Multi Factor Authentication,95364.4,1
Team management,95364.4,1
Secure Coding,95350.0,4
Angular JS,95324.57142857143,7
GCP Cloud services,95240.0,1
Consul,95220.0,5
Scripting (Python R),95000.0,1
HIPAA/HITECH,95000.0,1
Eniteo,95000.0,1
Hardware Configuration,95000.0,1
SQL Server Administration,95000.0,1
Marketing Automation Tool (ClickDimensions or Microsoft Dynamics 365 Marketing),95000.0,1
eStelplan,95000.0,1
Database Project Management,95000.0,1
Regression analysis,95000.0,3
CRM (Microsoft CE CRM),95000.0,1
Software Configuration,95000.0,1
Statistical Computing,95000.0,1
Database Management Systems (DBMS),95000.0,2
Application development,95000.0,2
ID Governance,95000.0,1
Elasticache,95000.0,2
MS 365 Suite (PowerPoint Outlook Teams Word OneDrive etc.),95000.0,1
Hotjar,95000.0,3
Data Visualization (Tableau Power BI Looker),95000.0,1
Microsoft M365,95000.0,1
Azure OpenShift,95000.0,1
EDA,94930.0,3
SAN Technologies,94900.0,1
XenDesktop,94900.0,1
ROI Analysis,94675.0,1
Digital forensics,94450.0,3
Envoy,94350.0,2
Data driven decision making,94308.8,1
IEEE,94300.0,2
Code Reviews,94280.0,5
Invision,94273.6,2
containerization,94250.0,2
shell scripting,94250.0,2
monitoring,94250.0,2
CHRMS,94175.5,1
PassPort,94175.5,1
NYCAPS,94175.5,1
Nimble Storage,94160.0,1
Packet Capture,94108.33333333333,3
Automation System,94000.0,1
GeoEvent Server,94000.0,1
React Query,94000.0,3
Kofax,94000.0,1
ArcGIS API for Python,94000.0,1
Image Server,94000.0,1
Workforce for ArcGIS,94000.0,1
Aveva System Platform,94000.0,1
GeoAnalytic Server,94000.0,1
Ariba SLP,94000.0,1
Arcade,94000.0,1
Refinitiv,93750.0,2
Code,93750.0,2
Process mapping,93750.0,2
Webex Calling,93711.455,1
Cisco Meraki Solution Specialist,93711.455,1
Layer 1 networking,93711.455,1
Network monitoring and management tools,93711.455,1
Cisco CUCM,93711.455,1
Cisco IOSXR,93706.66666666667,3
Gas or Utility Project experience,93600.0,1
Business Process Models,93600.0,1
Systems Analyst,93600.0,1
Project Timelines,93600.0,1
Business Cases,93600.0,1
Workshops,93600.0,1
ERP System Analysis,93600.0,1
NMS (Network Management System),93600.0,1
Project Tracking,93600.0,1
Technical Requirements,93600.0,1
Email Marketing,93500.0,1
Campaign Management,93500.0,1
Distributed Computing,93383.0,6
JavaScript Frameworks,93333.33333333333,3
Frontend Development,93333.33333333333,3
Contentful,93250.0,3
Cold Calling,92950.0,2
Web development,92812.5,7
dbt,92726.73958333333,12
Zerto,92500.0,2
Solutions Architect,92500.0,3
Networking +,92500.0,2
Computer Applications,92500.0,1
Windows 10 Operating System,92500.0,1
Team,92500.0,1
SLURM,92500.0,2
VMware Horizon,92500.0,2
ACSP,92500.0,1
Networking+ Certification,92500.0,1
NSX,92500.0,2
Curl,92500.0,1
Information System Management,92500.0,1
Linear programming,92500.0,2
Fish,92500.0,1
A+ Certified,92500.0,2
Linkerd,92500.0,2
InfiniBand,92500.0,2
Citrix NetScaler,92500.0,2
Loki,92500.0,2
PeopleSoft Query,92500.0,2
Windows Autopilot,92500.0,1
Message queues/busses,92500.0,1
Ash,92500.0,1
Spinnaker,92429.33333333333,3
WildFire,92287.0,1
Skybox,92287.0,1
Oracle Cloud Infrastructure OCI,92250.0,5
Bilingual,92240.0,1
Legal document review,92240.0,1
Document review skills,92240.0,1
Security awareness,92235.19,1
Security standards,92235.19,1
IBM Certified Database Administrator  DB2,92190.0,1
Amazon Web Services (AWS) Certified Database  Specialty,92190.0,1
Tibero,92190.0,1
Certified Cassandra Administrator (Apache Cassandra),92190.0,1
CompTIA Data+,92190.0,1
Microsoft SQL Server Certifications,92190.0,1
OCP (Oracle Certification),92190.0,1
Microsoft Certified: Azure Database Administrator Associate,92190.0,1
Oracle Certified Professional MySQL Database Administrator,92190.0,1
Maria DB,92190.0,1
Unix/Linux Shell,92190.0,1
PostgreSQL Certified Engineer,92190.0,1
Oracle Database Administrator Certified Professional,92190.0,1
MongoDB Certified DBA Associate,92190.0,1
Azure/GCP SQL Database Administration,92040.0,1
SQL Server 20002019,92040.0,1
Data Security and Compliance,92040.0,1
Cloud MySQL,92040.0,1
High Availability and Disaster Recovery Solutions,92040.0,1
JavaScript/jQuery,91940.0,2
Spanish,91867.2,2
OWASP Top 10,91833.33333333333,3
Repo,91711.8,1
Stock Borrow Lending,91711.8,1
Analyst,91711.8,1
Rundeck,91666.66666666667,3
Integrations,91640.0,3
Enterprise WiFi,91500.0,1
Aruba Controllers,91500.0,1
Aruba AP,91500.0,1
Mapping,91500.0,1
Gateways,91500.0,1
Brocade Switches,91500.0,1
Multicloud,91500.0,1
Routing Protocol,91500.0,1
Transportation Analytics,91500.0,1
Inference,91500.0,1
Fiber Networking,91500.0,1
PII,91444.47166666668,3
Airflow,91417.78945454545,55
Workflow Design,91300.0,1
Pentest+,91050.0,1
TCSH,91050.0,1
SH,91050.0,1
telnet,91050.0,1
Oracle Cloud Infrastructure Certified Architect Associate,91050.0,1
Oracle Cloud Infrastructure Certified Architect Professional,91050.0,1
Microsoft NET Framework,91000.0,2
Hex,90800.0,1
Binary,90800.0,1
Regular expression,90800.0,1
Source code,90800.0,1
Playbooks,90800.0,1
Cyber threat analysis,90800.0,1
Step Functions,90509.16666666667,6
Market Analysis,90469.5,1
Returns Management,90469.5,1
Retail analytics,90469.5,1
Cost Reduction,90469.5,1
Vendor Negotiations,90469.5,1
Promotions,90469.5,1
Web servers,90244.5,3
Entra,90182.2,2
SalesForce,90050.5,2
Diffusion models,90000.0,4
Cloud deployments,90000.0,2
Azure Datawarehousing,90000.0,1
Testing & Quality Assurance,90000.0,1
Software Licence Management,90000.0,1
Cisco WebEx,90000.0,1
Assembler,90000.0,1
Secure ID RSA,90000.0,1
Citrix Director,90000.0,1
VPN Administration,90000.0,3
Xamarin,90000.0,4
TSO/ISPF,90000.0,1
ZScaler,90000.0,1
Dynamics 365 F O,90000.0,1
DATA WAREHOUSING,90000.0,1
Open Source Intelligence,90000.0,1
DATABASES,90000.0,1
Blackberry Enterprise Server,90000.0,1
Consensus protocols,90000.0,2
Dynamics 365 SCM,90000.0,1
Attack Tactics and Techniques,90000.0,1
Incident resolution,90000.0,1
Solutioning,90000.0,1
SQL SSRS reporting,90000.0,1
Model Based System Engineering (MBSE),90000.0,2
Software License Management,90000.0,1
RedHat Enterprise Linux,90000.0,1
LookML,90000.0,1
Blackberry Works,90000.0,1
Restful API,90000.0,2
Storage Technologies,90000.0,1
Revit,90000.0,1
.NET Maui,90000.0,1
MDM Administration,90000.0,3
Indicators of Compromise (IoCs),90000.0,1
IT infrastructure security,90000.0,1
PowerShell scripting,90000.0,2
Google Workspace Administration,90000.0,2
Virtualization (VMWare),90000.0,1
GSuite Administration,90000.0,1
XenApp,89950.0,2
LOS,89840.0,1
Encompass,89840.0,1
gRPC,89575.0,20
Cloud technologies,89336.36363636363,11
Node JS,89334.76666666666,15
EAI,89275.66666666667,3
Artificial intelligence,89262.25,4
CRON,89253.0,1
Salesforce Platform App Developer,89200.0,1
Salesforce Industries,89200.0,1
Salesforce Sales/Service Cloud,89200.0,1
XGBoost,89150.0,13
Cloud Native Applications,89000.0,1
Cisco ASA FirePower,88960.0,1
link aggregation,88960.0,1
MDM platforms,88960.0,1
packet inspection,88960.0,1
IT end user support,88960.0,1
ICCP,88960.0,1
ARP,88960.0,1
IPSec tunneling,88960.0,1
Client,88905.6,1
Protocol Analysis,88905.6,1
Cisco Certified Networking Associate,88905.6,1
Network Engineer,88905.6,1
Customer Relationship Management (CRM),88600.0,3
API Management,88532.33333333333,3
Data Mart,88400.0,1
Embedded Software,88400.0,1
Ruckus Wireless Access Points,88400.0,1
Meraki APs,88400.0,1
Projectbased Work,88400.0,1
Vlookups,88400.0,1
Preventative/Proactive Maintenance,88400.0,1
Meraki Controllers,88400.0,1
Wifi Networks,88400.0,1
Vehicle Localization,88400.0,1
Network Security Firewalls,88400.0,1
WiFi Controllers,88400.0,1
Numpy,88226.97727272728,22
Architecting,88225.0,2
InfluxDB,88196.8,5
SRE,87777.0,20
SciKit Learn,87550.0,2
Static Application Security Testing (SAST),87500.0,1
Dynamic Application Security Testing (DAST),87500.0,1
Troubleshooting tools,87500.0,1
Vertex,87500.0,2
Dynamics 365 BC,87500.0,1
TCP IP Networking,87500.0,1
Radiotherapy,87500.0,1
Onestream,87500.0,1
Microsoft Office Suite (Outlook Word Excel Access PowerPoint),87500.0,1
Fixed Income,87500.0,2
Medical Imaging,87500.0,1
HappyFox,87500.0,1
PC Windows,87500.0,1
Desktop/Laptop/Workstation Computing,87500.0,1
SQL Server Always On Availability Groups,87500.0,1
Centralized logging,87500.0,1
Presto,87490.0,5
Android development,87352.0,1
ServiceNow architecture,87352.0,1
ServiceNow platform application modules,87352.0,1
iOS development,87352.0,1
File360,87172.8,1
Strategic thinking,87172.8,1
Ethical behavior,87172.8,1
Team building,87172.8,1
Microsoft Office Suite Word Excel Access Project PowerPoint,87172.8,1
Selfstarting,87172.8,1
MS Office Suites,87160.0,1
Secrets Manager,87000.0,5
CSPM,86875.0,4
AWS CloudFront,86590.0,2
Bash/Shell,86590.0,2
TestDriven Development,86588.0,5
Windows Server (2008 R2/2012),86500.0,1
FTPS,86384.0,2
Cloud DevOps,86384.0,2
AWS Transfer Family,86384.0,2
Macros,86250.0,2
HRSD,86200.0,2
Directory services,86154.5,2
OpenID Connect (OIDC),86154.5,2
HyperConverged Infrastructure,86150.0,1
OKTA Identity Management,86150.0,1
Azure Site Recovery Manager,86150.0,1
Enterprise Storage Provisioning,86150.0,1
Windows Server 2012 2019,86150.0,1
Group Policy Management Console,86150.0,1
Active Directory Group Policy Objects,86150.0,1
Continuous Integration Continuous Delivery (CICD) pipelines,86000.0,1
Freight claim investigations,85880.0,1
Freight claims systems,85880.0,1
Procore,85832.5,1
Product Consulting,85832.5,1
Azure Key Vault,85800.0,2
Java Spring Boot,85737.5,4
Cloud Application Architect,85600.0,3
XSOAR,85566.66666666667,3
BuildBook,85500.0,1
CONQUER,85500.0,1
Kali,85500.0,1
SQR,85500.0,1
ERP CRM,85500.0,1
ViFlow,85500.0,1
PPM suite,85500.0,1
User Requirements Analysis,85335.5,1
Vendor Support,85335.5,1
SSRS Reports,85335.5,2
BI,85097.5,7
Linear regression,85055.45,2
Bayesian analyses,85055.45,2
Sigma Computing,85040.0,1
Thin clients,85000.0,1
Network Policy and Access Services,85000.0,1
Asterisk,85000.0,1
RemoteApp,85000.0,1
Cisco Certifications,85000.0,1
802.1q VLANs,85000.0,1
Virtual desktops,85000.0,1
File Service,85000.0,1
Palo Alto Next Generation Firewall,85000.0,1
SCM,85000.0,1
Joinrs AI,85000.0,1
SSL VPN,85000.0,1
Citrix Certifications,85000.0,1
AnyConnect,85000.0,1
Sysinternals,85000.0,1
Print Services,85000.0,1
NetScaler,85000.0,1
Unit testing frameworks,85000.0,2
x86,85000.0,1
Network segmentation,85000.0,1
Alerts,85000.0,1
Incident recovery,85000.0,2
Microsoft Remote Desktop Services,85000.0,1
Windows Server OS,85000.0,1
Technological Brainstorming,85000.0,1
Surveillance Systems,85000.0,1
Datadriven Solutions,85000.0,1
eDiscovery,85000.0,2
Physical Access Control,85000.0,1
VMware Certifications,85000.0,1
Active Directory/Entra,85000.0,1
VMware Technologies,85000.0,1
MacBook,85000.0,1
Microsoft Entra ID Premium,85000.0,2
Network equipment,85000.0,1
Tech Support,85000.0,1
BI tools,85000.0,4
WebVPN,85000.0,1
Cybersecurity concepts,85000.0,2
2FA,85000.0,1
Office Network Troubleshooting,85000.0,1
Syteline,85000.0,1
Citrix Technologies,85000.0,1
Data Sanitization,85000.0,1
Defender for Cloud Apps,85000.0,2
Defender for Identity,85000.0,2
security,84960.0,3
bash,84940.0,10
Client Technology,84900.0,1
CTS,84900.0,1
MURAL,84900.0,1
Gitbash,84900.0,1
Enterprise Technology,84900.0,1
AV Skills,84900.0,1
Broadcast,84900.0,1
Digital Signal Processing,84900.0,1
QSYS,84900.0,1
Ventuz,84900.0,1
noSQL,84650.0,3
Atlassian Suite,84625.0,4
JavaScript libraries,84475.0,2
Python 3,84338.7,5
Github Actions,84196.72727272728,11
Statistical models,84166.66666666667,3
WebSockets,84166.66666666667,9
Optimization,84139.56,25
CCaaS,84000.0,1
Avaya,84000.0,1
Blueworks,84000.0,1
Functional Testing,84000.0,5
Enghouse,84000.0,1
CPA,83970.0,2
User Experience,83940.66666666667,6
Deltek,83935.20000000001,1
Ceridian,83935.20000000001,1
CICD,83530.0,3
Zapier,83333.33333333333,3
Content Management Platforms,83172.5,1
Veeva Vault,83106.75,4
Customer Master Data Management,83100.0,1
Customer Matching,83080.0,2
Data Cleaning Tools,83060.0,1
Data Standardization,83060.0,1
Data Cleaning Techniques,83060.0,1
Probabilistic Matching,83060.0,1
Ajera,83000.0,1
Rollup,83000.0,5
Pipedrive,83000.0,1
Fuzzy Matching,82930.0,2
Desktop Engineering,82902.0,1
Google Cloud Platform GCP,82819.44444444444,9
Probabilistic Mathing,82800.0,1
Data Cleansing Techniques,82800.0,1
Customer MDM,82800.0,1
SDSF,82736.4,2
IAVM,82600.0,2
